Từ_1        Từ_2         1    2    3    4    5    6    7    8    9    10   11   12   
nghĩ        hỏi_thăm     1.0  1.3  2.3  2.0  1.0  0.5  2.0  0.6  0.4  1.2  0.5  0.5  
từ_chối     tránh        7.5  7.3  7.0  4.0  7.4  7.8  4.0  7.1  6.9  7.1  6.9  6.6  
tranh_cãi   xúi_giục     1.0  1.4  2.0  0.0  1.3  0.7  2.0  0.6  0.4  1.3  0.5  0.5  
theo_đuổi   xúi_giục     1.0  1.2  0.0  0.0  0.6  0.7  1.5  0.6  0.4  0.9  0.5  0.5  
chấp_nhận   tha_thứ      5.0  4.3  6.0  3.5  5.3  4.8  5.0  4.6  4.4  4.5  4.2  4.3  
thực_hiện   từ_bỏ        0.5  1.0  0.5  2.1  2.1  1.7  1.5  1.6  1.4  1.0  1.5  1.2  
tìm_hiểu    xem_xét      5.5  5.1  7.0  6.5  5.6  5.3  7.0  5.1  4.9  5.6  4.8  4.9  
bàn_luận    giải_thích   3.0  3.2  6.0  5.5  3.3  3.4  6.0  2.6  2.4  3.0  2.4  2.1  
nợ          biếu         1.5  0.9  2.0  2.3  1.1  1.3  1.7  1.1  0.9  1.1  0.8  0.9  
khám_phá    tiết_lộ      1.0  1.2  3.3  3.0  1.0  1.0  3.0  0.6  0.4  1.1  0.5  0.5  
phàn_nàn    tranh_cãi    2.5  2.0  4.0  3.6  2.8  2.4  3.0  2.1  1.9  2.5  1.7  1.8  
rút_lui     từ_chối      6.5  6.7  5.0  6.5  6.9  6.5  5.0  6.1  5.9  6.9  6.0  5.7  
giữ         mượn         2.5  1.9  1.0  2.4  2.1  2.9  1.8  2.1  1.9  2.0  1.8  1.9  
cầu_xin     hỏi          1.5  1.0  3.0  5.0  1.7  1.5  4.0  1.1  0.9  1.5  0.9  0.6  
sắp_xếp     tổ_chức      4.0  4.2  6.0  6.0  4.0  4.3  6.0  3.6  3.4  4.5  3.3  3.4  
giảm        thụt_lùi     9.0  8.8  6.0  7.5  9.4  8.8  6.7  8.6  8.4  8.6  8.5  8.2  
diễn_thuyết công_nhận    2.5  2.2  2.0  1.6  2.4  2.2  1.0  2.1  1.9  2.5  1.7  1.8  
đưa         mượn         1.5  1.1  4.0  3.0  1.0  1.5  2.5  1.1  0.9  1.8  1.0  0.7  
giết        che_chở      1.0  2.2  1.0  1.0  1.8  1.7  1.0  1.6  1.4  2.2  1.3  1.4  
biến_mất    thụt_lùi     3.0  2.7  3.0  5.1  3.5  2.8  4.5  2.6  2.4  3.2  2.4  2.1  
giao        mang         1.5  1.2  2.3  2.6  1.2  1.8  2.0  1.1  0.9  1.6  0.8  0.9  
thở         bóp_cổ       1.0  1.0  2.0  2.2  0.9  1.4  1.6  0.6  0.4  0.9  0.5  0.5  
công_nhận   cảnh_báo     1.0  0.7  0.0  3.5  1.3  1.5  3.0  0.6  0.4  0.7  0.5  0.5  
trở_nên     hình_như     8.5  8.7  1.0  0.0  8.4  8.5  1.6  8.1  7.9  8.8  8.0  7.7  
giả_vờ      hình_như     1.0  1.2  3.0  2.4  0.9  1.0  1.8  0.6  0.4  0.6  0.5  0.5  
tranh_giành trở_nên      1.5  1.5  1.0  0.0  1.2  1.4  2.0  1.1  0.9  1.8  0.9  0.6  
ngắm        nghĩ         1.0  1.2  5.0  4.6  0.6  1.4  4.0  0.6  0.4  0.9  0.5  0.5  
xác_định    dự_đoán      3.5  3.6  6.0  5.1  3.4  3.3  4.5  3.1  2.9  3.4  3.0  2.7  
làm_ơn      giải_trí     0.5  0.4  0.0  0.0  0.8  0.0  1.0  0.1  0.0  0.1  0.0  0.0  
tồn_tại     lưu_giữ      1.0  1.4  2.0  5.6  1.3  1.4  5.0  0.6  0.4  0.5  0.5  0.5  
giả_vờ      miêu_tả      0.5  0.3  0.0  0.0  0.3  0.5  0.9  0.1  0.0  0.9  0.0  0.0  
quên        lưu_giữ      1.5  1.7  0.0  2.0  1.9  1.0  1.0  1.1  0.9  1.7  0.9  0.6  
muốn        chọn         6.5  6.0  6.0  3.6  6.6  7.0  3.0  6.1  5.9  6.4  5.8  5.9  
mất         lấy          3.0  2.6  1.0  1.6  2.7  3.0  1.0  2.6  2.4  3.1  2.5  2.2  
thử         nghĩ         1.5  1.5  3.0  3.0  1.1  1.2  1.7  1.1  0.9  1.6  0.7  0.8  
trở_nên     xuất_hiện    1.0  1.4  4.3  4.6  1.3  1.3  4.0  0.6  0.4  0.8  0.5  0.5  
khởi_hành   bỏ_qua       1.5  1.2  1.0  0.0  1.2  1.2  1.0  1.1  0.9  1.4  0.8  0.9  
chấp_nhận   gợi_ý        1.0  1.0  1.0  1.0  1.2  1.2  2.0  0.6  0.4  1.5  0.5  0.5  
khởi_hành   lầm_đường    2.0  2.2  2.0  2.0  1.6  2.1  3.0  1.6  1.4  2.4  1.3  1.4  
giữ         đưa          2.0  2.0  3.0  1.6  1.7  1.6  1.0  1.6  1.4  2.4  1.5  1.2  
đưa         thừa_nhận    0.5  0.4  4.0  1.0  0.0  0.7  1.5  0.1  0.0  0.6  0.0  0.0  
cầm         gửi          2.5  2.4  4.0  1.6  2.7  2.5  1.0  2.1  1.9  2.4  2.0  1.7  
hấp_thụ     học          3.5  3.5  4.0  2.4  3.5  4.0  1.8  3.1  2.9  3.5  2.8  2.9  
tiếp_nhận   tìm          1.5  1.6  2.0  1.6  1.5  1.7  1.0  1.1  0.9  2.0  0.9  0.6  
khởi_hành   xuất_hiện    1.0  1.1  2.0  1.1  1.2  0.7  0.5  0.6  0.4  0.8  0.5  0.5  
tạo         phá          2.0  1.9  1.0  1.3  2.4  1.7  0.7  1.6  1.4  1.6  1.5  1.2  
bắt_đầu     đi           1.5  0.7  2.0  4.6  1.8  1.7  4.0  1.1  0.9  1.1  0.7  0.8  
lấy         mua          6.5  6.8  3.0  3.5  6.0  6.6  5.0  6.1  5.9  6.0  6.0  5.7  
thu_thập    tiết_kiệm    1.5  1.2  3.0  2.6  1.8  1.5  2.0  1.1  0.9  1.7  0.8  0.9  
thay_thế    khôi_phục    3.5  3.1  4.3  2.0  3.8  4.0  4.0  3.1  2.9  4.0  2.9  2.6  
tham_gia    cộng         3.0  2.7  2.0  3.6  2.8  2.7  3.0  2.6  2.4  3.2  2.3  2.4  
tham_gia    kết_hôn      1.5  1.7  1.0  2.6  1.8  1.9  2.0  1.1  0.9  2.0  1.0  0.7  
chấp_nhận   giao         1.0  0.9  2.0  0.0  1.1  1.0  1.0  0.6  0.4  1.2  0.5  0.5  
gắn         tham_gia     1.5  1.8  1.0  4.0  1.4  1.3  2.0  1.1  0.9  2.0  1.0  0.7  
đặt         treo         3.5  3.0  4.0  3.6  3.9  3.5  3.0  3.1  2.9  3.8  2.8  2.9  
đi          bán          1.5  1.0  2.0  1.6  1.6  1.8  1.0  1.1  0.9  1.7  0.9  0.6  
giao_tiếp   cầu_nguyện   2.0  2.2  2.0  3.5  2.0  1.8  2.0  1.6  1.4  1.6  1.3  1.4  
đưa         ăn_cắp       2.0  1.6  0.0  2.0  2.2  2.1  0.8  1.6  1.4  2.1  1.5  1.2  
cộng        gây_dựng     0.5  0.6  2.0  3.0  0.1  0.7  1.5  0.1  0.0  0.3  0.0  0.0  
cầm         khôi_phục    0.5  0.0  2.0  2.6  0.5  0.2  2.0  0.1  0.0  0.4  0.0  0.0  
bao_hàm     hài_lòng     1.0  0.6  0.0  3.0  0.8  1.0  1.0  0.6  0.4  0.7  0.5  0.5  
miêu_tả     quyết        0.5  0.2  0.0  1.2  0.5  0.7  0.6  0.1  0.0  0.4  0.0  0.0  
tổ_chức     trở_nên      1.5  1.1  0.0  4.0  1.7  1.9  2.0  1.1  0.9  1.3  0.8  0.9  
đưa         biết         0.5  0.3  1.0  1.0  0.5  0.6  1.0  0.1  0.0  0.3  0.0  0.0  
nói         kiểm_chứng   4.0  3.3  4.5  3.6  4.4  4.5  3.0  3.6  3.4  4.2  3.2  3.3  
hợp_tác     tham_gia     3.5  3.7  5.0  7.0  3.3  3.8  5.5  3.1  2.9  3.0  3.0  2.7  
sắp_xếp     yêu_cầu      1.5  1.1  4.0  2.4  1.6  1.5  1.8  1.1  0.9  1.7  0.8  0.9  
mượn        muốn         3.5  3.2  2.3  2.6  3.1  3.2  2.0  3.1  2.9  3.6  2.9  2.6  
tìm_hiểu    theo_đuổi    8.0  8.2  2.3  2.6  7.8  7.6  2.0  7.6  7.4  7.7  7.3  7.4  
bỏ_qua      khám_phá     2.0  1.9  0.0  0.0  1.7  1.7  0.5  1.6  1.4  2.1  1.5  1.2  
cầm         phàn_nàn     0.5  0.3  0.0  0.0  0.7  0.7  0.8  0.1  0.0  0.8  0.0  0.0  
vào         nợ           1.0  1.3  0.0  1.0  1.2  1.3  0.4  0.6  0.4  0.9  0.5  0.5  
miêu_tả     cảnh_báo     3.5  3.5  2.0  1.6  3.1  4.0  1.0  3.1  2.9  3.2  2.8  2.9  
nhớ         bán          0.5  0.0  2.0  1.0  0.4  0.4  0.9  0.1  0.0  0.6  0.0  0.0  
hấp_thụ     có           1.5  0.9  4.0  1.6  1.8  1.3  1.0  1.1  0.9  1.3  0.8  0.9  
tham_gia    tiếp_nhận    5.5  5.3  2.8  3.1  5.7  5.4  2.5  5.1  4.9  5.4  5.0  4.7  
gửi         có_mặt       1.0  1.4  3.0  1.6  1.2  0.6  1.0  0.6  0.4  1.3  0.5  0.5  
họp         có_mặt       6.5  6.9  4.0  2.6  6.4  6.8  2.0  6.1  5.9  7.0  6.0  5.7  
hấp_thụ     rút_lui      0.5  0.2  2.0  2.0  0.1  0.7  1.0  0.1  0.0  0.7  0.0  0.0  
có_mặt      đến          8.5  8.5  6.0  8.5  8.4  8.1  7.0  8.1  7.9  8.3  7.9  7.6  
